,Year,LeagueID,TeamID,Playoff,MadePlayoff,Unnamed,Games Played,Wins,Losses,Ties,Overtime_Losses,Total_Points,Points_Per_Game,Shootout_Wins,Shootout_Losses,Goals_For,Goals_Against,Penalty_Minutes,Penalty_Minutes_Per_Game,Power_Play_Goals,Power_Play_Chances,Short_handed_Goals_Against,Penalty_Kill_Goals_Allowed,Penalty_Kill_Chances,Goals_For_Per_Game,GoalsAgainstPerGame
914,1998,NHL,BOS,Conference_Semi-Finals,1,,82,39,30,13.0,,91,1.11,,,214,181,1182,14.4,65.0,368.0,9.0,33.0,305.0,2.61,2.21
915,1998,NHL,BUF,Finals,1,,82,37,28,17.0,,91,1.11,,,207,175,1561,19.0,49.0,363.0,7.0,55.0,399.0,2.52,2.13
916,1998,NHL,CAL,,0,,82,30,40,12.0,,72,0.88,,,211,234,1389,16.9,51.0,357.0,6.0,78.0,386.0,2.57,2.85
917,1998,NHL,CAR,Conference_Quarter-Finals,1,,82,34,30,18.0,,86,1.05,,,210,202,1158,14.1,42.0,382.0,6.0,51.0,346.0,2.56,2.46
918,1998,NHL,CHI,,0,,82,29,41,12.0,,70,0.85,,,202,248,1807,22.0,50.0,335.0,10.0,80.0,405.0,2.46,3.02
919,1998,NHL,COL,Conference_Finals,1,,82,44,28,10.0,,98,1.2,,,239,205,1619,19.7,71.0,375.0,12.0,63.0,386.0,2.91,2.5
920,1998,NHL,DAL,Stanley_Cup,1,,82,51,19,12.0,,114,1.39,,,236,168,1108,13.5,74.0,393.0,4.0,43.0,319.0,2.88,2.05
921,1998,NHL,DET,Conference_Semi-Finals,1,,82,43,32,7.0,,93,1.13,,,245,202,1202,14.7,67.0,415.0,7.0,45.0,355.0,2.99,2.46
922,1998,NHL,EDM,Conference_Quarter-Finals,1,,82,33,37,12.0,,78,0.95,,,230,226,1373,16.7,63.0,438.0,10.0,67.0,374.0,2.8,2.76
923,1998,NHL,FLO,,0,,82,30,34,18.0,,78,0.95,,,210,228,1522,18.6,51.0,380.0,11.0,67.0,370.0,2.56,2.78
924,1998,NHL,LAK,,0,,82,32,45,5.0,,69,0.84,,,189,222,1383,16.9,43.0,327.0,11.0,47.0,330.0,2.3,2.71
925,1998,NHL,MTL,,0,,82,32,39,11.0,,75,0.91,,,184,209,1299,15.8,50.0,344.0,10.0,44.0,344.0,2.24,2.55
926,1998,NHL,NAS,,0,,82,28,47,7.0,,63,0.77,,,190,261,1420,17.3,40.0,324.0,10.0,75.0,357.0,2.32,3.18
927,1998,NHL,NJD,Conference_Quarter-Finals,1,,82,47,24,11.0,,105,1.28,,,248,196,1355,16.5,60.0,304.0,5.0,47.0,325.0,3.02,2.39
928,1998,NHL,NYI,,0,,82,24,48,10.0,,58,0.71,,,194,244,1111,13.5,54.0,341.0,7.0,60.0,363.0,2.37,2.98
929,1998,NHL,NYR,,0,,82,33,38,11.0,,77,0.94,,,217,227,1087,13.3,71.0,348.0,9.0,48.0,336.0,2.65,2.77
930,1998,NHL,OTT,Conference_Quarter-Finals,1,,82,44,23,15.0,,103,1.26,,,239,179,892,10.9,59.0,397.0,13.0,44.0,317.0,2.91,2.18
931,1998,NHL,PHI,Conference_Quarter-Finals,1,,82,37,26,19.0,,93,1.13,,,231,196,1075,13.1,65.0,386.0,7.0,53.0,333.0,2.82,2.39
932,1998,NHL,PHO,Conference_Quarter-Finals,1,,82,39,31,12.0,,90,1.1,,,205,197,1412,17.2,41.0,342.0,5.0,45.0,348.0,2.5,2.4
933,1998,NHL,PIT,Conference_Semi-Finals,1,,82,38,30,14.0,,90,1.1,,,242,225,977,11.9,65.0,363.0,14.0,56.0,302.0,2.95,2.74
934,1998,NHL,SJS,Conference_Quarter-Finals,1,,82,31,33,18.0,,80,0.98,,,196,191,1423,17.4,53.0,399.0,4.0,61.0,407.0,2.39,2.33
935,1998,NHL,STL,Conference_Semi-Finals,1,,82,37,32,13.0,,87,1.06,,,237,209,1308,16.0,61.0,301.0,4.0,47.0,387.0,2.89,2.55
936,1998,NHL,TBL,,0,,82,19,54,9.0,,47,0.57,,,179,292,1316,16.0,43.0,310.0,10.0,68.0,387.0,2.18,3.56
937,1998,NHL,TOR,Conference_Finals,1,,82,45,30,7.0,,97,1.18,,,268,231,1095,13.4,53.0,367.0,6.0,64.0,325.0,3.27,2.82
938,1998,NHL,VAN,,0,,82,23,47,12.0,,58,0.71,,,192,258,1764,21.5,57.0,358.0,9.0,77.0,450.0,2.34,3.15
939,1998,NHL,WAS,,0,,82,31,45,6.0,,68,0.83,,,200,218,1381,16.8,52.0,301.0,7.0,55.0,353.0,2.44,2.66
940,1999,NHL,ANA,,0,,82,34,33,12.0,3.0,83,1.01,,,217,227,926,11.3,55.0,332.0,8.0,62.0,296.0,2.65,2.77
941,1999,NHL,ATL,,0,,82,14,57,7.0,4.0,39,0.48,,,170,313,1422,17.3,44.0,348.0,13.0,76.0,386.0,2.07,3.82
942,1999,NHL,BOS,,0,,82,24,33,19.0,6.0,73,0.89,,,210,248,865,10.5,51.0,355.0,4.0,55.0,268.0,2.56,3.02
943,1999,NHL,BUF,Conference_Quarter-Finals,1,,82,35,32,11.0,4.0,85,1.04,,,213,204,1173,14.3,37.0,351.0,10.0,54.0,361.0,2.6,2.49
944,1999,NHL,CAL,,0,,82,31,36,10.0,5.0,77,0.94,,,211,256,1267,15.5,59.0,330.0,8.0,74.0,365.0,2.57,3.12
945,1999,NHL,CAR,,0,,82,37,35,10.0,0.0,84,1.02,,,217,216,799,9.7,58.0,342.0,7.0,40.0,253.0,2.65,2.63
946,1999,NHL,CHI,,0,,82,33,37,10.0,2.0,78,0.95,,,242,245,1444,17.6,52.0,325.0,13.0,58.0,355.0,2.95,2.99
947,1999,NHL,COL,Conference_Finals,1,,82,42,28,11.0,1.0,96,1.17,,,233,201,1118,13.6,59.0,302.0,7.0,52.0,335.0,2.84,2.45
948,1999,NHL,DAL,Finals,1,,82,43,23,10.0,6.0,102,1.24,,,211,184,1029,12.5,54.0,343.0,9.0,33.0,307.0,2.57,2.24
949,1999,NHL,DET,Conference_Semi-Finals,1,,82,48,22,10.0,2.0,108,1.32,,,278,210,1014,12.4,69.0,338.0,6.0,44.0,311.0,3.39,2.56
950,1999,NHL,EDM,Conference_Quarter-Finals,1,,82,32,26,16.0,8.0,88,1.07,,,226,212,1344,16.4,53.0,336.0,4.0,54.0,369.0,2.76,2.59
951,1999,NHL,FLO,Conference_Quarter-Finals,1,,82,43,27,6.0,6.0,98,1.2,,,244,209,1329,16.2,58.0,338.0,8.0,47.0,323.0,2.98,2.55
952,1999,NHL,LAK,Conference_Quarter-Finals,1,,82,39,27,12.0,4.0,94,1.15,,,245,228,1313,16.0,60.0,356.0,12.0,66.0,373.0,2.99,2.78
953,1999,NHL,MTL,,0,,82,35,34,9.0,4.0,83,1.01,,,196,194,1067,13.0,54.0,323.0,8.0,40.0,302.0,2.39,2.37
954,1999,NHL,NAS,,0,,82,28,40,7.0,7.0,70,0.85,,,199,240,946,11.5,41.0,304.0,11.0,46.0,309.0,2.43,2.93
955,1999,NHL,NJD,Stanley_Cup,1,,82,45,24,8.0,5.0,103,1.26,,,251,203,1313,16.0,55.0,274.0,9.0,39.0,313.0,3.06,2.48
956,1999,NHL,NYI,,0,,82,24,48,9.0,1.0,58,0.71,,,194,275,1376,16.8,45.0,319.0,8.0,84.0,419.0,2.37,3.35
957,1999,NHL,NYR,,0,,82,29,38,12.0,3.0,73,0.89,,,218,246,916,11.2,55.0,325.0,9.0,49.0,292.0,2.66,3.0
958,1999,NHL,OTT,Conference_Quarter-Finals,1,,82,41,28,11.0,2.0,95,1.16,,,244,210,850,10.4,52.0,310.0,8.0,34.0,273.0,2.98,2.56
959,1999,NHL,PHI,Conference_Finals,1,,82,45,22,12.0,3.0,105,1.28,,,237,179,1233,15.0,69.0,340.0,7.0,42.0,316.0,2.89,2.18
960,1999,NHL,PHO,Conference_Quarter-Finals,1,,82,39,31,8.0,4.0,90,1.1,,,232,228,940,11.5,37.0,310.0,7.0,43.0,306.0,2.83,2.78
961,1999,NHL,PIT,Conference_Semi-Finals,1,,82,37,31,8.0,6.0,88,1.07,,,241,236,1221,14.9,54.0,346.0,11.0,56.0,321.0,2.94,2.88
962,1999,NHL,SJS,Conference_Semi-Finals,1,,82,35,30,10.0,7.0,87,1.06,,,225,214,1292,15.8,62.0,377.0,4.0,61.0,372.0,2.74,2.61
963,1999,NHL,STL,Conference_Quarter-Finals,1,,82,51,19,11.0,1.0,114,1.39,,,248,165,1139,13.9,61.0,342.0,3.0,42.0,345.0,3.02,2.01
964,1999,NHL,TBL,,0,,82,19,47,9.0,7.0,54,0.66,,,204,310,1733,21.1,51.0,365.0,7.0,77.0,399.0,2.49,3.78
965,1999,NHL,TOR,Conference_Semi-Finals,1,,82,45,27,7.0,3.0,100,1.22,,,246,222,1103,13.5,57.0,321.0,5.0,58.0,330.0,3.0,2.71
966,1999,NHL,VAN,,0,,82,30,29,15.0,8.0,83,1.01,,,227,237,1047,12.8,51.0,323.0,7.0,63.0,322.0,2.77,2.89
967,1999,NHL,WAS,Conference_Quarter-Finals,1,,82,44,24,12.0,2.0,102,1.24,,,227,194,994,12.1,43.0,286.0,3.0,47.0,340.0,2.77,2.37
968,2000,NHL,ANA,,0,,82,25,41,11.0,5.0,66,0.8,,,188,245,1136,13.9,66.0,373.0,13.0,71.0,390.0,2.29,2.99
969,2000,NHL,ATL,,0,,82,23,45,12.0,2.0,60,0.73,,,211,289,1500,18.3,54.0,395.0,8.0,90.0,408.0,2.57,3.52
970,2000,NHL,BOS,,0,,82,36,30,8.0,8.0,88,1.07,,,227,249,1325,16.2,64.0,390.0,7.0,65.0,377.0,2.77,3.04
971,2000,NHL,BUF,Conference_Semi-Finals,1,,82,46,30,5.0,1.0,98,1.2,,,218,184,1249,15.2,60.0,373.0,5.0,40.0,334.0,2.66,2.24
972,2000,NHL,CAL,,0,,82,27,36,15.0,4.0,73,0.89,,,197,236,1376,16.8,65.0,435.0,11.0,76.0,378.0,2.4,2.88
973,2000,NHL,CAR,Conference_Quarter-Finals,1,,82,38,32,9.0,3.0,88,1.07,,,212,225,1083,13.2,72.0,382.0,16.0,45.0,351.0,2.59,2.74
974,2000,NHL,CBS,,0,,82,28,39,9.0,6.0,71,0.87,,,190,233,1234,15.0,56.0,381.0,8.0,70.0,363.0,2.32,2.84
975,2000,NHL,CHI,,0,,82,29,40,8.0,5.0,71,0.87,,,210,246,1001,12.2,41.0,318.0,12.0,52.0,323.0,2.56,3.0
976,2000,NHL,COL,Stanley_Cup,1,,82,52,16,10.0,4.0,118,1.44,,,270,192,1138,13.9,80.0,363.0,11.0,59.0,342.0,3.29,2.34
977,2000,NHL,DAL,Conference_Semi-Finals,1,,82,48,24,8.0,2.0,106,1.29,,,241,187,1041,12.7,72.0,367.0,7.0,49.0,355.0,2.94,2.28
978,2000,NHL,DET,Conference_Quarter-Finals,1,,82,49,20,9.0,4.0,111,1.35,,,253,202,1082,13.2,85.0,384.0,7.0,55.0,385.0,3.09,2.46
979,2000,NHL,EDM,Conference_Quarter-Finals,1,,82,39,28,12.0,3.0,93,1.13,,,243,222,1287,15.7,59.0,398.0,4.0,62.0,382.0,2.96,2.71
980,2000,NHL,FLO,,0,,82,22,38,13.0,9.0,66,0.8,,,200,246,1509,18.4,46.0,353.0,13.0,64.0,398.0,2.44,3.0
981,2000,NHL,LAK,Conference_Semi-Finals,1,,82,38,28,13.0,3.0,92,1.12,,,252,228,1196,14.6,71.0,367.0,6.0,72.0,382.0,3.07,2.78
982,2000,NHL,MIN,,0,,82,25,39,13.0,5.0,68,0.83,,,168,210,1200,14.6,36.0,374.0,14.0,57.0,373.0,2.05,2.56
983,2000,NHL,MTL,,0,,82,28,40,8.0,6.0,70,0.85,,,206,232,1020,12.4,68.0,421.0,3.0,60.0,337.0,2.51,2.83
984,2000,NHL,NAS,,0,,82,34,36,9.0,3.0,80,0.98,,,186,200,944,11.5,51.0,361.0,4.0,49.0,331.0,2.27,2.44
985,2000,NHL,NJD,Finals,1,,82,48,19,12.0,3.0,111,1.35,,,295,195,1235,15.1,71.0,310.0,6.0,49.0,320.0,3.6,2.38
986,2000,NHL,NYI,,0,,82,21,51,7.0,3.0,52,0.63,,,185,268,1339,16.3,51.0,386.0,14.0,79.0,445.0,2.26,3.27
987,2000,NHL,NYR,,0,,82,33,43,5.0,1.0,72,0.88,,,250,290,1522,18.6,65.0,363.0,12.0,86.0,400.0,3.05,3.54
988,2000,NHL,OTT,Conference_Quarter-Finals,1,,82,48,21,9.0,4.0,109,1.33,,,274,205,1062,13.0,71.0,381.0,5.0,49.0,361.0,3.34,2.5
989,2000,NHL,PHI,Conference_Quarter-Finals,1,,82,43,25,11.0,3.0,100,1.22,,,240,207,1183,14.4,55.0,350.0,9.0,55.0,314.0,2.93,2.52
990,2000,NHL,PHO,,0,,82,35,27,17.0,3.0,90,1.1,,,214,212,1337,16.3,57.0,343.0,6.0,64.0,432.0,2.61,2.59
991,2000,NHL,PIT,Conference_Finals,1,,82,42,28,9.0,3.0,96,1.17,,,281,256,1585,19.3,76.0,375.0,11.0,78.0,405.0,3.43,3.12
992,2000,NHL,SJS,Conference_Quarter-Finals,1,,82,40,27,12.0,3.0,95,1.16,,,217,192,1364,16.6,57.0,406.0,10.0,61.0,441.0,2.65,2.34
993,2000,NHL,STL,Conference_Finals,1,,82,43,22,12.0,5.0,103,1.26,,,249,195,1345,16.4,72.0,385.0,7.0,57.0,389.0,3.04,2.38
994,2000,NHL,TBL,,0,,82,24,47,6.0,5.0,59,0.72,,,201,280,1404,17.1,53.0,424.0,11.0,72.0,422.0,2.45,3.41
995,2000,NHL,TOR,Conference_Semi-Finals,1,,82,37,29,11.0,5.0,90,1.1,,,232,207,1430,17.4,57.0,355.0,9.0,55.0,366.0,2.83,2.52
996,2000,NHL,VAN,Conference_Quarter-Finals,1,,82,36,28,11.0,7.0,90,1.1,,,239,238,1113,13.6,71.0,416.0,11.0,74.0,387.0,2.91,2.9
997,2000,NHL,WAS,Conference_Quarter-Finals,1,,82,41,27,10.0,4.0,96,1.17,,,233,211,1141,13.9,75.0,353.0,7.0,62.0,391.0,2.84,2.57
998,2001,NHL,ANA,,0,,82,29,42,8.0,3.0,69,0.84,,,175,198,1254,15.3,43.0,373.0,9.0,46.0,330.0,2.13,2.41
999,2001,NHL,ATL,,0,,82,19,47,11.0,5.0,54,0.66,,,187,288,1290,15.7,37.0,306.0,12.0,65.0,358.0,2.28,3.51
1000,2001,NHL,BOS,Conference_Quarter-Finals,1,,82,43,24,6.0,9.0,101,1.23,,,236,201,1454,17.7,39.0,283.0,5.0,45.0,348.0,2.88,2.45
1001,2001,NHL,BUF,,0,,82,35,35,11.0,1.0,82,1.0,,,213,200,1217,14.8,50.0,374.0,6.0,41.0,304.0,2.6,2.44
1002,2001,NHL,CAL,,0,,82,32,35,12.0,3.0,79,0.96,,,201,220,1586,19.3,55.0,364.0,5.0,66.0,356.0,2.45,2.68
1003,2001,NHL,CAR,Finals,1,,82,35,26,16.0,5.0,91,1.11,,,217,217,1022,12.5,63.0,390.0,11.0,54.0,332.0,2.65,2.65
1004,2001,NHL,CBS,,0,,82,22,47,8.0,5.0,57,0.7,,,164,255,1198,14.6,50.0,356.0,8.0,52.0,306.0,2.0,3.11
1005,2001,NHL,CHI,Conference_Quarter-Finals,1,,82,41,27,13.0,1.0,96,1.17,,,216,207,1234,15.0,54.0,302.0,2.0,63.0,340.0,2.63,2.52
1006,2001,NHL,COL,Conference_Finals,1,,82,45,28,8.0,1.0,99,1.21,,,212,169,1007,12.3,62.0,344.0,7.0,41.0,315.0,2.59,2.06
1007,2001,NHL,DAL,,0,,82,36,28,13.0,5.0,90,1.1,,,215,213,959,11.7,60.0,350.0,8.0,59.0,319.0,2.62,2.6
1008,2001,NHL,DET,Stanley_Cup,1,,82,51,17,10.0,4.0,116,1.41,,,251,187,1053,12.8,73.0,359.0,7.0,48.0,343.0,3.06,2.28
1009,2001,NHL,EDM,,0,,82,38,28,12.0,4.0,92,1.12,,,205,182,1267,15.5,51.0,333.0,7.0,50.0,348.0,2.5,2.22
1010,2001,NHL,FLO,,0,,82,22,44,10.0,6.0,60,0.73,,,180,250,1994,24.3,50.0,341.0,7.0,76.0,393.0,2.2,3.05
1011,2001,NHL,LAK,Conference_Quarter-Finals,1,,82,40,27,11.0,4.0,95,1.16,,,214,190,1348,16.4,73.0,353.0,6.0,49.0,366.0,2.61,2.32
1012,2001,NHL,MIN,,0,,82,26,35,12.0,9.0,73,0.89,,,195,238,1209,14.7,55.0,373.0,9.0,62.0,362.0,2.38,2.9
1013,2001,NHL,MTL,Conference_Semi-Finals,1,,82,36,31,12.0,3.0,87,1.06,,,207,209,974,11.9,45.0,301.0,4.0,38.0,276.0,2.52,2.55
1014,2001,NHL,NAS,,0,,82,28,41,13.0,0.0,69,0.84,,,196,230,1071,13.1,48.0,337.0,8.0,50.0,354.0,2.39,2.8
1015,2001,NHL,NJD,Conference_Quarter-Finals,1,,82,41,28,9.0,4.0,95,1.16,,,205,187,1010,12.3,44.0,261.0,8.0,43.0,264.0,2.5,2.28
1016,2001,NHL,NYI,Conference_Quarter-Finals,1,,82,42,28,8.0,4.0,96,1.17,,,239,220,1255,15.3,59.0,363.0,10.0,52.0,366.0,2.91,2.68
1017,2001,NHL,NYR,,0,,82,36,38,4.0,4.0,80,0.98,,,227,258,1753,21.4,48.0,326.0,5.0,80.0,398.0,2.77,3.15
1018,2001,NHL,OTT,Conference_Semi-Finals,1,,82,39,27,9.0,7.0,94,1.15,,,243,208,1347,16.4,55.0,331.0,5.0,48.0,307.0,2.96,2.54
1019,2001,NHL,PHI,Conference_Quarter-Finals,1,,82,42,27,10.0,3.0,97,1.18,,,234,192,1242,15.1,39.0,299.0,10.0,40.0,293.0,2.85,2.34
1020,2001,NHL,PHO,Conference_Quarter-Finals,1,,82,40,27,9.0,6.0,95,1.16,,,228,210,1154,14.1,53.0,341.0,6.0,60.0,356.0,2.78,2.56
1021,2001,NHL,PIT,,0,,82,28,41,8.0,5.0,69,0.84,,,198,249,1248,15.2,47.0,335.0,10.0,57.0,352.0,2.41,3.04
1022,2001,NHL,SJS,Conference_Semi-Finals,1,,82,44,27,8.0,3.0,99,1.21,,,248,199,1249,15.2,59.0,368.0,6.0,54.0,380.0,3.02,2.43
1023,2001,NHL,STL,Conference_Semi-Finals,1,,82,43,27,8.0,4.0,98,1.2,,,227,188,1343,16.4,62.0,356.0,7.0,56.0,379.0,2.77,2.29
1024,2001,NHL,TBL,,0,,82,27,40,11.0,4.0,69,0.84,,,178,219,1072,13.1,46.0,311.0,9.0,40.0,273.0,2.17,2.67
1025,2001,NHL,TOR,Conference_Finals,1,,82,43,25,10.0,4.0,100,1.22,,,249,207,1212,14.8,54.0,349.0,6.0,51.0,328.0,3.04,2.52
1026,2001,NHL,VAN,Conference_Quarter-Finals,1,,82,42,30,7.0,3.0,94,1.15,,,254,211,1342,16.4,69.0,372.0,9.0,57.0,379.0,3.1,2.57
1027,2001,NHL,WAS,,0,,82,36,33,11.0,2.0,85,1.04,,,228,240,1043,12.7,58.0,299.0,8.0,58.0,325.0,2.78,2.93
1028,2002,NHL,ANA,Finals,1,,82,40,27,9.0,6.0,95,1.16,,,203,193,954,11.6,56.0,348.0,5.0,42.0,333.0,2.48,2.35
1029,2002,NHL,ATL,,0,,82,31,39,7.0,5.0,74,0.9,,,226,284,1253,15.3,64.0,371.0,14.0,65.0,355.0,2.76,3.46
1030,2002,NHL,BOS,Conference_Quarter-Finals,1,,82,36,31,11.0,4.0,87,1.06,,,245,237,1370,16.7,59.0,325.0,11.0,65.0,375.0,2.99,2.89
1031,2002,NHL,BUF,,0,,82,27,37,10.0,8.0,72,0.88,,,190,219,1276,15.6,51.0,354.0,11.0,53.0,363.0,2.32,2.67
1032,2002,NHL,CAL,,0,,82,29,36,13.0,4.0,75,0.91,,,186,228,1391,17.0,47.0,389.0,10.0,65.0,389.0,2.27,2.78
1033,2002,NHL,CAR,,0,,82,22,43,11.0,6.0,61,0.74,,,171,240,1208,14.7,58.0,420.0,9.0,71.0,392.0,2.09,2.93
1034,2002,NHL,CBS,,0,,82,29,42,8.0,3.0,69,0.84,,,213,263,1505,18.4,71.0,410.0,9.0,60.0,409.0,2.6,3.21
1035,2002,NHL,CHI,,0,,82,30,33,13.0,6.0,79,0.96,,,207,226,1189,14.5,39.0,308.0,8.0,56.0,369.0,2.52,2.76
1036,2002,NHL,COL,Conference_Quarter-Finals,1,,82,42,19,13.0,8.0,105,1.28,,,251,194,1084,13.2,68.0,363.0,6.0,63.0,359.0,3.06,2.37
1037,2002,NHL,DAL,Conference_Semi-Finals,1,,82,46,17,15.0,4.0,111,1.35,,,245,169,1166,14.2,62.0,327.0,6.0,50.0,346.0,2.99,2.06
1038,2002,NHL,DET,Conference_Quarter-Finals,1,,82,48,20,10.0,4.0,110,1.34,,,269,203,1214,14.8,76.0,319.0,4.0,55.0,377.0,3.28,2.48
1039,2002,NHL,EDM,Conference_Quarter-Finals,1,,82,36,26,11.0,9.0,92,1.12,,,231,230,1203,14.7,56.0,386.0,8.0,61.0,351.0,2.82,2.8
1040,2002,NHL,FLO,,0,,82,24,36,13.0,9.0,70,0.85,,,176,237,1127,13.7,49.0,347.0,9.0,66.0,356.0,2.15,2.89
1041,2002,NHL,LAK,,0,,82,33,37,6.0,6.0,78,0.95,,,203,221,1146,14.0,52.0,354.0,4.0,62.0,371.0,2.48,2.7
1042,2002,NHL,MIN,Conference_Finals,1,,82,42,29,10.0,1.0,95,1.16,,,198,178,1063,13.0,52.0,366.0,5.0,43.0,308.0,2.41,2.17
1043,2002,NHL,MTL,,0,,82,30,35,8.0,9.0,77,0.94,,,206,234,900,11.0,44.0,315.0,6.0,58.0,317.0,2.51,2.85
1044,2002,NHL,NAS,,0,,82,27,35,13.0,7.0,74,0.9,,,183,206,969,11.8,58.0,418.0,8.0,61.0,353.0,2.23,2.51
1045,2002,NHL,NJD,Stanley_Cup,1,,82,46,20,10.0,6.0,108,1.32,,,216,166,938,11.4,36.0,303.0,4.0,32.0,264.0,2.63,2.02
1046,2002,NHL,NYI,Conference_Quarter-Finals,1,,82,35,34,11.0,2.0,83,1.01,,,224,231,1244,15.2,58.0,384.0,5.0,67.0,405.0,2.73,2.82
1047,2002,NHL,NYR,,0,,82,32,36,10.0,4.0,78,0.95,,,210,231,1308,16.0,55.0,339.0,8.0,73.0,388.0,2.56,2.82
1048,2002,NHL,OTT,Conference_Finals,1,,82,52,21,8.0,1.0,113,1.38,,,263,182,1135,13.8,83.0,391.0,8.0,50.0,332.0,3.21,2.22
1049,2002,NHL,PHI,Conference_Semi-Finals,1,,82,45,20,13.0,4.0,107,1.3,,,211,166,1003,12.2,47.0,328.0,8.0,50.0,338.0,2.57,2.02
1050,2002,NHL,PHO,,0,,82,31,35,11.0,5.0,78,0.95,,,204,230,1433,17.5,55.0,385.0,11.0,77.0,412.0,2.49,2.8
1051,2002,NHL,PIT,,0,,82,27,44,6.0,5.0,65,0.79,,,189,255,1125,13.7,66.0,360.0,10.0,58.0,352.0,2.3,3.11
1052,2002,NHL,SJS,,0,,82,28,37,9.0,8.0,73,0.89,,,214,239,1112,13.6,68.0,375.0,10.0,68.0,358.0,2.61,2.91
1053,2002,NHL,STL,Conference_Quarter-Finals,1,,82,41,24,11.0,6.0,99,1.21,,,253,222,1618,19.7,80.0,391.0,7.0,71.0,389.0,3.09,2.71
1054,2002,NHL,TBL,Conference_Semi-Finals,1,,82,36,25,16.0,5.0,93,1.13,,,219,210,1079,13.2,70.0,391.0,5.0,55.0,316.0,2.67,2.56
1055,2002,NHL,TOR,Conference_Quarter-Finals,1,,82,44,28,7.0,3.0,98,1.2,,,236,208,1390,17.0,63.0,359.0,7.0,56.0,426.0,2.88,2.54
1056,2002,NHL,VAN,Conference_Semi-Finals,1,,82,45,23,13.0,1.0,104,1.27,,,264,208,1178,14.4,87.0,419.0,10.0,62.0,389.0,3.22,2.54
1057,2002,NHL,WAS,Conference_Quarter-Finals,1,,82,39,29,8.0,6.0,92,1.12,,,224,220,1268,15.5,57.0,331.0,4.0,72.0,384.0,2.73,2.68
1058,2003,NHL,ANA,,0,,82,29,35,10.0,8.0,76,0.93,,,184,213,1131,13.8,56.0,310.0,4.0,54.0,353.0,2.24,2.6
1059,2003,NHL,ATL,,0,,82,33,37,8.0,4.0,78,0.95,,,214,243,1505,18.4,60.0,410.0,7.0,58.0,391.0,2.61,2.96
1060,2003,NHL,BOS,Conference_Quarter-Finals,1,,82,41,19,15.0,7.0,104,1.27,,,209,188,1208,14.7,48.0,300.0,13.0,55.0,335.0,2.55,2.29
1061,2003,NHL,BUF,,0,,82,37,34,7.0,4.0,85,1.04,,,220,221,1289,15.7,58.0,367.0,9.0,53.0,348.0,2.68,2.7
1062,2003,NHL,CAL,Finals,1,,82,42,30,7.0,3.0,94,1.15,,,200,176,1428,17.4,54.0,357.0,2.0,53.0,346.0,2.44,2.15
1063,2003,NHL,CAR,,0,,82,28,34,14.0,6.0,76,0.93,,,172,209,1102,13.4,41.0,384.0,9.0,66.0,359.0,2.1,2.55
1064,2003,NHL,CBS,,0,,82,25,45,8.0,4.0,62,0.76,,,177,238,1209,14.7,58.0,401.0,14.0,50.0,337.0,2.16,2.9
1065,2003,NHL,CHI,,0,,82,20,43,11.0,8.0,59,0.72,,,188,259,1318,16.1,55.0,349.0,14.0,63.0,383.0,2.29,3.16
1066,2003,NHL,COL,Conference_Semi-Finals,1,,82,40,22,13.0,7.0,100,1.22,,,236,198,1293,15.8,74.0,363.0,14.0,58.0,357.0,2.88,2.41
1067,2003,NHL,DAL,Conference_Quarter-Finals,1,,82,41,26,13.0,2.0,97,1.18,,,194,175,1143,13.9,52.0,328.0,11.0,44.0,311.0,2.37,2.13
1068,2003,NHL,DET,Conference_Semi-Finals,1,,82,48,21,11.0,2.0,109,1.33,,,255,189,966,11.8,63.0,314.0,5.0,42.0,317.0,3.11,2.3
1069,2003,NHL,EDM,,0,,82,36,29,12.0,5.0,89,1.09,,,221,208,1220,14.9,44.0,338.0,8.0,66.0,350.0,2.7,2.54
1070,2003,NHL,FLO,,0,,82,28,35,15.0,4.0,75,0.91,,,188,221,1192,14.5,52.0,310.0,12.0,51.0,373.0,2.29,2.7
1071,2003,NHL,LAK,,0,,82,28,29,16.0,9.0,81,0.99,,,205,217,1163,14.2,50.0,356.0,4.0,65.0,336.0,2.5,2.65
1072,2003,NHL,MIN,,0,,82,30,29,20.0,3.0,83,1.01,,,188,183,1035,12.6,46.0,339.0,7.0,44.0,285.0,2.29,2.23
1073,2003,NHL,MTL,Conference_Semi-Finals,1,,82,41,30,7.0,4.0,93,1.13,,,208,192,1039,12.7,55.0,319.0,6.0,55.0,314.0,2.54,2.34
1074,2003,NHL,NAS,Conference_Quarter-Finals,1,,82,38,29,11.0,4.0,91,1.11,,,216,217,1360,16.6,72.0,428.0,8.0,64.0,351.0,2.63,2.65
1075,2003,NHL,NJD,Conference_Quarter-Finals,1,,82,43,25,12.0,2.0,100,1.22,,,213,164,894,10.9,51.0,312.0,5.0,39.0,266.0,2.6,2.0
1076,2003,NHL,NYI,Conference_Quarter-Finals,1,,82,38,29,11.0,4.0,91,1.11,,,237,210,1168,14.2,54.0,325.0,5.0,52.0,359.0,2.89,2.56
1077,2003,NHL,NYR,,0,,82,27,40,7.0,8.0,69,0.84,,,206,250,1459,17.8,46.0,322.0,8.0,80.0,388.0,2.51,3.05
1078,2003,NHL,OTT,Conference_Quarter-Finals,1,,82,43,23,10.0,6.0,102,1.24,,,262,189,1270,15.5,80.0,370.0,8.0,57.0,347.0,3.2,2.3
