UniqueID,playerID,TeamID,LeagueID,Games_Played,Minutes_Played,Wins,Losses,year
G1012,dycked01,VAN,NHL,25.0,1297.0,5.0,17.0,1972
G1013,dycked01,VAN,NHL,12.0,583.0,2.0,5.0,1973
G1014,dycked01,IND,WHA,32.0,1692.0,3.0,21.0,1974
G1015,dzurivl01,CZE,WHA,3.0,163.0,1.0,2.0,1977
G1016,edwardo01,BUF,NHL,25.0,1480.0,16.0,7.0,1976
G1017,edwardo01,BUF,NHL,72.0,4209.0,38.0,16.0,1977
G1018,edwardo01,BUF,NHL,54.0,3160.0,26.0,18.0,1978
G1019,edwardo01,BUF,NHL,49.0,2920.0,27.0,9.0,1979
G1020,edwardo01,BUF,NHL,45.0,2700.0,23.0,10.0,1980
G1021,edwardo01,BUF,NHL,62.0,3500.0,26.0,23.0,1981
G1022,edwardo01,CAL,NHL,39.0,2209.0,16.0,15.0,1982
G1023,edwardo01,CAL,NHL,41.0,2303.0,13.0,19.0,1983
G1024,edwardo01,CAL,NHL,34.0,1691.0,11.0,15.0,1984
G1025,edwardo01,TOR,NHL,38.0,2009.0,12.0,23.0,1985
G1026,edwarga01,STL,NHL,1.0,4.0,0.0,0.0,1968
G1027,edwarga01,STL,NHL,1.0,60.0,0.0,1.0,1969
G1028,edwarga01,LAK,NHL,44.0,2503.0,13.0,23.0,1971
G1029,edwarga01,LAK,NHL,27.0,1560.0,9.0,16.0,1972
G1030,edwarga01,LAK,NHL,18.0,929.0,5.0,7.0,1973
G1031,edwarga01,LAK,NHL,27.0,1561.0,15.0,3.0,1974
G1032,edwarga01,LAK,NHL,29.0,1740.0,12.0,13.0,1975
G1033,edwarga01,LAK,NHL,10.0,501.0,0.0,6.0,1976
G1034,edwarga01,CLE,NHL,17.0,999.0,4.0,10.0,1976
G1035,edwarga01,CLE,NHL,30.0,1700.0,6.0,18.0,1977
G1036,edwarga01,MNS,NHL,25.0,1337.0,6.0,11.0,1978
G1037,edwarga01,MNS,NHL,26.0,1539.0,9.0,7.0,1979
G1038,edwarga01,EDM,NHL,15.0,729.0,5.0,3.0,1980
G1039,edwarga01,STL,NHL,10.0,480.0,1.0,5.0,1981
G1040,edwarga01,PIT,NHL,6.0,360.0,3.0,2.0,1981
G1041,edwarma01,PIT,NHL,1.0,60.0,0.0,1.0,1968
G1042,edwarma01,TOR,NHL,25.0,1420.0,10.0,9.0,1969
G1043,edwarma01,CLF,NHL,21.0,1207.0,4.0,14.0,1972
G1044,edwarma01,CLF,NHL,14.0,780.0,1.0,10.0,1973
G1045,edwarro01,DET,NHL,41.0,2177.0,15.0,15.0,1967
G1046,edwarro01,DET,NHL,40.0,2099.0,18.0,11.0,1968
G1047,edwarro01,DET,NHL,47.0,2683.0,24.0,15.0,1969
G1048,edwarro01,DET,NHL,37.0,2104.0,11.0,19.0,1970
G1049,edwarro01,PIT,NHL,15.0,847.0,2.0,8.0,1971
G1050,edwarro01,DET,NHL,52.0,3012.0,27.0,17.0,1972
G1051,edwarro01,DET,NHL,4.0,187.0,0.0,3.0,1973
G1052,eklunbr01,TBL,NHL,1.0,58.0,0.0,1.0,2005
G1053,eliotda01,LAK,NHL,33.0,1882.0,12.0,11.0,1984
G1054,eliotda01,LAK,NHL,27.0,1481.0,5.0,17.0,1985
G1055,eliotda01,LAK,NHL,24.0,1404.0,8.0,13.0,1986
G1056,eliotda01,DET,NHL,3.0,97.0,0.0,0.0,1987
G1057,eliotda01,BUF,NHL,2.0,67.0,0.0,0.0,1988
G1058,ellacke01,VAN,NHL,12.0,555.0,2.0,3.0,1982
G1059,elliobr01,OTT,NHL,1.0,60.0,1.0,0.0,2007
G1060,elliobr01,OTT,NHL,31.0,1667.0,16.0,8.0,2008
G1061,elliobr01,OTT,NHL,55.0,3038.0,29.0,18.0,2009
G1062,elliobr01,OTT,NHL,43.0,2293.0,13.0,19.0,2010
G1063,elliobr01,COL,NHL,12.0,690.0,2.0,8.0,2010
G1064,elliobr01,STL,NHL,38.0,2235.0,23.0,10.0,2011
G1065,ellisda01,DAL,NHL,1.0,60.0,1.0,0.0,2003
G1066,ellisda01,NAS,NHL,44.0,2229.0,23.0,10.0,2007
G1067,ellisda01,NAS,NHL,35.0,1965.0,11.0,19.0,2008
G1068,ellisda01,NAS,NHL,31.0,1715.0,15.0,13.0,2009
G1069,ellisda01,TBL,NHL,31.0,1679.0,13.0,7.0,2010
G1070,ellisda01,AND,NHL,13.0,729.0,8.0,3.0,2010
G1071,ellisda01,AND,NHL,10.0,419.0,1.0,5.0,2011
G1072,emeryra01,OTT,NHL,3.0,85.0,1.0,0.0,2002
G1073,emeryra01,OTT,NHL,3.0,126.0,2.0,0.0,2003
G1074,emeryra01,OTT,NHL,39.0,2168.0,23.0,11.0,2005
G1075,emeryra01,OTT,NHL,58.0,3351.0,33.0,16.0,2006
G1076,emeryra01,OTT,NHL,31.0,1689.0,12.0,13.0,2007
G1077,emeryra01,PHI,NHL,29.0,1684.0,16.0,11.0,2009
G1078,emeryra01,AND,NHL,10.0,527.0,7.0,2.0,2010
G1079,emeryra01,CHI,NHL,34.0,1774.0,15.0,9.0,2011
G1080,enrotjh01,BUF,NHL,1.0,58.0,0.0,1.0,2009
G1081,enrotjh01,BUF,NHL,14.0,769.0,9.0,2.0,2010
G1082,enrotjh01,BUF,NHL,26.0,1399.0,8.0,11.0,2011
G1083,erickch01,NJD,NHL,2.0,120.0,1.0,1.0,1991
G1084,ersbeer01,LAK,NHL,14.0,799.0,6.0,5.0,2007
G1085,ersbeer01,LAK,NHL,28.0,1477.0,8.0,11.0,2008
G1086,ersbeer01,LAK,NHL,11.0,551.0,4.0,3.0,2009
G1087,eschero01,PHO,NHL,3.0,130.0,0.0,1.0,1998
G1088,eschero01,PHO,NHL,8.0,408.0,2.0,5.0,1999
G1089,eschero01,PHO,NHL,25.0,1350.0,10.0,8.0,2000
G1090,eschero01,PHO,NHL,22.0,1145.0,6.0,10.0,2001
G1091,eschero01,PHI,NHL,30.0,1638.0,12.0,9.0,2002
G1092,eschero01,PHI,NHL,40.0,2322.0,21.0,11.0,2003
G1093,eschero01,PHI,NHL,40.0,2286.0,22.0,11.0,2005
G1094,eschero01,PHI,NHL,18.0,860.0,5.0,9.0,2006
G1095,esposto01,MTL,NHL,13.0,746.0,5.0,4.0,1968
G1096,esposto01,CHI,NHL,63.0,3763.0,38.0,17.0,1969
G1097,esposto01,CHI,NHL,57.0,3325.0,35.0,14.0,1970
G1098,esposto01,CHI,NHL,48.0,2780.0,31.0,10.0,1971
G1099,esposto01,CHI,NHL,56.0,3340.0,32.0,17.0,1972
G1100,esposto01,CHI,NHL,70.0,4143.0,34.0,14.0,1973
G1101,esposto01,CHI,NHL,71.0,4219.0,34.0,30.0,1974
G1102,esposto01,CHI,NHL,68.0,4003.0,30.0,23.0,1975
G1103,esposto01,CHI,NHL,69.0,4067.0,25.0,36.0,1976
G1104,esposto01,CHI,NHL,64.0,3840.0,28.0,22.0,1977
G1105,esposto01,CHI,NHL,63.0,3780.0,24.0,28.0,1978
G1106,esposto01,CHI,NHL,69.0,4140.0,31.0,22.0,1979
G1107,esposto01,CHI,NHL,66.0,3935.0,29.0,23.0,1980
G1108,esposto01,CHI,NHL,52.0,3069.0,19.0,25.0,1981
G1109,esposto01,CHI,NHL,39.0,2340.0,23.0,11.0,1982
G1110,esposto01,CHI,NHL,18.0,1095.0,5.0,10.0,1983
G1111,essenbo01,WIN,NHL,20.0,1102.0,6.0,8.0,1988
G1112,essenbo01,WIN,NHL,36.0,2035.0,18.0,9.0,1989
G1113,essenbo01,WIN,NHL,55.0,2916.0,19.0,24.0,1990
G1114,essenbo01,WIN,NHL,47.0,2627.0,21.0,17.0,1991
G1115,essenbo01,WIN,NHL,67.0,3855.0,33.0,26.0,1992
G1116,essenbo01,WIN,NHL,56.0,3136.0,19.0,30.0,1993
G1117,essenbo01,DET,NHL,13.0,778.0,4.0,7.0,1993
G1118,essenbo01,EDM,NHL,19.0,868.0,4.0,8.0,1996
G1119,essenbo01,EDM,NHL,16.0,825.0,6.0,6.0,1997
G1120,essenbo01,EDM,NHL,39.0,2091.0,12.0,14.0,1998
G1121,essenbo01,PHO,NHL,30.0,1573.0,13.0,10.0,1999
G1122,essenbo01,VAN,NHL,39.0,2059.0,18.0,12.0,2000
G1123,essenbo01,BUF,NHL,9.0,350.0,0.0,5.0,2001
G1124,evanscl01,MTL,NHL,4.0,220.0,1.0,2.0,1954
G1125,evanscl01,BOS,NHL,1.0,60.0,0.0,0.0,1957
G1126,exelbra01,MTL,NHL,1.0,3.0,0.0,0.0,1988
G1127,exelbra01,EDM,NHL,1.0,60.0,0.0,1.0,1989
G1128,fankhsc01,ATL,NHL,16.0,920.0,2.0,11.0,1999
G1129,fankhsc01,ATL,NHL,7.0,260.0,2.0,1.0,2000
G1130,farrro01,BUF,NHL,1.0,29.0,0.0,1.0,1972
G1131,farrro01,BUF,NHL,11.0,480.0,2.0,4.0,1973
G1132,farrro01,BUF,NHL,7.0,213.0,0.0,1.0,1974
G1133,faveldo01,PHI,NHL,37.0,2192.0,15.0,15.0,1967
G1134,faveldo01,PHI,NHL,21.0,1195.0,3.0,12.0,1968
G1135,faveldo01,PHI,NHL,15.0,820.0,4.0,5.0,1969
G1136,faveldo01,PHI,NHL,44.0,2434.0,16.0,15.0,1970
G1137,faveldo01,PHI,NHL,54.0,2993.0,18.0,25.0,1971
G1138,faveldo01,PHI,NHL,44.0,2419.0,20.0,15.0,1972
G1139,faveldo01,TOR,NHL,32.0,1752.0,14.0,7.0,1973
G1140,faveldo01,TOR,NHL,39.0,2149.0,12.0,17.0,1974
G1141,faveldo01,TOR,NHL,3.0,160.0,0.0,2.0,1975
G1142,faveldo01,COR,NHL,30.0,1614.0,8.0,15.0,1976
G1143,faveldo01,COR,NHL,47.0,2663.0,13.0,20.0,1977
G1144,faveldo01,COR,NHL,7.0,380.0,0.0,5.0,1978
G1145,fernama01,DAL,NHL,1.0,59.0,0.0,1.0,1994
G1146,fernama01,DAL,NHL,5.0,249.0,0.0,1.0,1995
G1147,fernama01,DAL,NHL,2.0,69.0,1.0,0.0,1997
G1148,fernama01,DAL,NHL,1.0,60.0,0.0,1.0,1998
G1149,fernama01,DAL,NHL,24.0,1353.0,11.0,8.0,1999
G1150,fernama01,MIN,NHL,42.0,2461.0,19.0,17.0,2000
G1151,fernama01,MIN,NHL,44.0,2463.0,12.0,24.0,2001
G1152,fernama01,MIN,NHL,35.0,1979.0,19.0,13.0,2002
G1153,fernama01,MIN,NHL,37.0,2166.0,11.0,14.0,2003
G1154,fernama01,MIN,NHL,58.0,3411.0,30.0,18.0,2005
G1155,fernama01,MIN,NHL,44.0,2422.0,22.0,16.0,2006
G1156,fernama01,BOS,NHL,4.0,244.0,2.0,2.0,2007
G1157,fernama01,BOS,NHL,28.0,1644.0,16.0,8.0,2008
G1158,fichaer01,NYI,NHL,24.0,1234.0,7.0,12.0,1995
G1159,fichaer01,NYI,NHL,34.0,1759.0,9.0,14.0,1996
G1160,fichaer01,NYI,NHL,17.0,807.0,3.0,8.0,1997
G1161,fichaer01,NAS,NHL,9.0,447.0,0.0,6.0,1998
G1162,fichaer01,CAR,NHL,9.0,490.0,3.0,5.0,1999
G1163,fichaer01,MTL,NHL,2.0,62.0,0.0,2.0,2000
G1164,finlebr01,NAS,NHL,1.0,47.0,0.0,0.0,2002
G1165,finlebr01,NAS,NHL,1.0,60.0,0.0,1.0,2005
G1166,finlebr01,BOS,NHL,2.0,59.0,0.0,1.0,2006
G1167,fisetst01,QUE,NHL,6.0,342.0,0.0,5.0,1989
G1168,fisetst01,QUE,NHL,3.0,186.0,0.0,2.0,1990
G1169,fisetst01,QUE,NHL,23.0,1133.0,7.0,10.0,1991
G1170,fisetst01,QUE,NHL,37.0,1939.0,18.0,9.0,1992
G1171,fisetst01,QUE,NHL,50.0,2798.0,20.0,25.0,1993
G1172,fisetst01,QUE,NHL,32.0,1879.0,17.0,10.0,1994
G1173,fisetst01,COL,NHL,37.0,2107.0,22.0,6.0,1995
G1174,fisetst01,LAK,NHL,44.0,2482.0,13.0,24.0,1996
G1175,fisetst01,LAK,NHL,60.0,3497.0,26.0,25.0,1997
G1176,fisetst01,LAK,NHL,42.0,2403.0,18.0,21.0,1998
G1177,fisetst01,LAK,NHL,47.0,2592.0,20.0,15.0,1999
G1178,fisetst01,LAK,NHL,7.0,318.0,3.0,0.0,2000
G1179,fisetst01,MTL,NHL,2.0,109.0,0.0,1.0,2001
G1180,fitzpma01,LAK,NHL,17.0,957.0,6.0,7.0,1988
G1181,fitzpma01,NYI,NHL,11.0,627.0,3.0,5.0,1988
G1182,fitzpma01,NYI,NHL,47.0,2653.0,19.0,19.0,1989
G1183,fitzpma01,NYI,NHL,2.0,120.0,1.0,1.0,1990
G1184,fitzpma01,NYI,NHL,30.0,1743.0,11.0,13.0,1991
G1185,fitzpma01,NYI,NHL,39.0,2253.0,17.0,15.0,1992
G1186,fitzpma01,FLO,NHL,28.0,1603.0,12.0,8.0,1993
G1187,fitzpma01,FLO,NHL,15.0,819.0,6.0,7.0,1994
G1188,fitzpma01,FLO,NHL,34.0,1786.0,15.0,11.0,1995
G1189,fitzpma01,FLO,NHL,30.0,1680.0,8.0,9.0,1996
G1190,fitzpma01,FLO,NHL,12.0,640.0,2.0,7.0,1997
G1191,fitzpma01,TBL,NHL,34.0,1938.0,7.0,24.0,1997
G1192,fitzpma01,CHI,NHL,27.0,1403.0,6.0,8.0,1998
G1193,fitzpma01,CAR,NHL,3.0,107.0,0.0,2.0,1999
G1194,flahewa01,SJS,NHL,3.0,178.0,0.0,3.0,1991
G1195,flahewa01,SJS,NHL,1.0,60.0,0.0,1.0,1992
G1196,flahewa01,SJS,NHL,18.0,852.0,5.0,6.0,1994
G1197,flahewa01,SJS,NHL,24.0,1137.0,3.0,12.0,1995
G1198,flahewa01,SJS,NHL,7.0,359.0,2.0,4.0,1996
G1199,flahewa01,NYI,NHL,16.0,694.0,4.0,4.0,1997
G1200,flahewa01,NYI,NHL,20.0,1048.0,5.0,11.0,1998
G1201,flahewa01,NYI,NHL,4.0,182.0,0.0,1.0,1999
G1202,flahewa01,NYI,NHL,20.0,1017.0,6.0,10.0,2000
G1203,flahewa01,TBL,NHL,2.0,118.0,0.0,2.0,2000
G1204,flahewa01,FLO,NHL,4.0,245.0,2.0,1.0,2001
G1205,flahewa01,NAS,NHL,1.0,51.0,0.0,1.0,2002
G1206,fleurma01,PIT,NHL,21.0,1154.0,4.0,14.0,2003
G1207,fleurma01,PIT,NHL,50.0,2809.0,13.0,27.0,2005
G1208,fleurma01,PIT,NHL,67.0,3905.0,40.0,16.0,2006
G1209,fleurma01,PIT,NHL,35.0,1857.0,19.0,10.0,2007
G1210,fleurma01,PIT,NHL,62.0,3641.0,35.0,18.0,2008
G1211,fleurma01,PIT,NHL,67.0,3798.0,37.0,21.0,2009
G1212,fleurma01,PIT,NHL,65.0,3695.0,36.0,20.0,2010
G1213,fleurma01,PIT,NHL,67.0,3896.0,42.0,17.0,2011
G1214,forbeja01,TRS,NHL,5.0,300.0,2.0,3.0,1919
G1215,forbeja01,TRS,NHL,20.0,1221.0,13.0,7.0,1920
G1216,forbeja01,HAM,NHL,24.0,1470.0,6.0,18.0,1922
G1217,forbeja01,HAM,NHL,24.0,1483.0,9.0,15.0,1923
G1218,forbeja01,HAM,NHL,30.0,1833.0,19.0,10.0,1924
G1219,forbeja01,NYA,NHL,36.0,2240.0,12.0,20.0,1925
G1220,forbeja01,NYA,NHL,44.0,2715.0,17.0,25.0,1926
G1221,forbeja01,NYA,NHL,16.0,980.0,3.0,11.0,1927
G1222,forbeja01,NYA,NHL,1.0,60.0,1.0,0.0,1928
G1223,forbeja01,NYA,NHL,1.0,70.0,0.0,0.0,1929
G1224,forbeja01,PHQ,NHL,2.0,120.0,0.0,2.0,1930
G1225,forbeja01,NYA,NHL,6.0,360.0,3.0,3.0,1931
G1226,forbeja01,NYA,NHL,1.0,70.0,0.0,0.0,1932
G1227,fordbr01,QUE,NHL,3.0,123.0,1.0,1.0,1983
G1228,fordbr01,PIT,NHL,8.0,457.0,2.0,6.0,1984
G1229,fostebr01,FLO,NHL,1.0,5.0,0.0,0.0,2011
G1230,fosteno01,BOS,NHL,3.0,184.0,2.0,1.0,1990
G1231,fosteno01,EDM,NHL,10.0,439.0,5.0,3.0,1991
G1232,fountmi01,VAN,NHL,6.0,245.0,2.0,2.0,1996
G1233,fountmi01,CAR,NHL,3.0,163.0,0.0,3.0,1997
G1234,fountmi01,OTT,NHL,1.0,16.0,0.0,0.0,1999
G1235,fountmi01,OTT,NHL,1.0,59.0,0.0,1.0,2000
G1236,fowlehe01,SPO,PCHA,23.0,1383.0,8.0,15.0,1916
G1237,fowlehe01,SEA,PCHA,18.0,1165.0,11.0,7.0,1917
G1238,fowlehe01,VA2,PCHA,22.0,1351.0,10.0,12.0,1919
G1239,fowlehe01,VA2,PCHA,24.0,1541.0,10.0,13.0,1920
G1240,fowlehe01,VA2,PCHA,24.0,1488.0,11.0,12.0,1921
G1241,fowlehe01,VC1,PCHA,30.0,1844.0,16.0,14.0,1922
G1242,fowlehe01,VC1,PCHA,30.0,1863.0,11.0,18.0,1923
G1243,fowlehe01,BOS,NHL,7.0,409.0,1.0,6.0,1924
G1244,fowlehe01,EDE,WCHL,8.0,480.0,5.0,3.0,1924
G1245,francem01,CHI,NHL,19.0,1140.0,6.0,12.0,1946
G1246,francem01,CHI,NHL,54.0,3240.0,18.0,31.0,1947
G1247,francem01,NYR,NHL,2.0,120.0,2.0,0.0,1948
G1248,francem01,NYR,NHL,1.0,60.0,0.0,1.0,1949
G1249,francem01,NYR,NHL,5.0,260.0,1.0,1.0,1950
G1250,francem01,NYR,NHL,14.0,840.0,4.0,7.0,1951
G1251,frankji01,DET,NHL,,,,,1936
G1252,frankji01,DET,NHL,1.0,60.0,1.0,0.0,1937
G1253,frankji01,NYR,NHL,23.0,1380.0,5.0,14.0,1942
G1254,frankji01,BOS,NHL,1.0,60.0,0.0,1.0,1943
G1255,frankji01,DET,NHL,17.0,1020.0,6.0,8.0,1943
G1256,fredera01,CHI,NHL,5.0,300.0,0.0,4.0,1954
G1257,frieska01,NJD,NHL,4.0,130.0,0.0,2.0,1986
G1258,froesbo01,PHI,NHL,25.0,1407.0,17.0,4.0,1982
G1259,froesbo01,PHI,NHL,48.0,2863.0,28.0,13.0,1983
G1260,froesbo01,PHI,NHL,17.0,923.0,13.0,2.0,1984
G1261,froesbo01,PHI,NHL,51.0,2728.0,31.0,10.0,1985
G1262,froesbo01,PHI,NHL,3.0,180.0,3.0,0.0,1986
G1263,froesbo01,NYR,NHL,28.0,1474.0,14.0,11.0,1986
G1264,froesbo01,NYR,NHL,25.0,1443.0,8.0,11.0,1987
G1265,froesbo01,NYR,NHL,30.0,1621.0,9.0,14.0,1988
G1266,froesbo01,NYR,NHL,15.0,812.0,5.0,7.0,1989
G1267,fuhrgr01,EDM,NHL,48.0,2847.0,28.0,5.0,1981
G1268,fuhrgr01,EDM,NHL,32.0,1803.0,13.0,12.0,1982
G1269,fuhrgr01,EDM,NHL,45.0,2625.0,30.0,10.0,1983
G1270,fuhrgr01,EDM,NHL,46.0,2559.0,26.0,8.0,1984
G1271,fuhrgr01,EDM,NHL,40.0,2184.0,29.0,8.0,1985
G1272,fuhrgr01,EDM,NHL,44.0,2388.0,22.0,13.0,1986
G1273,fuhrgr01,EDM,NHL,75.0,4304.0,40.0,24.0,1987
G1274,fuhrgr01,EDM,NHL,59.0,3341.0,23.0,26.0,1988
G1275,fuhrgr01,EDM,NHL,21.0,1081.0,9.0,7.0,1989
G1276,fuhrgr01,EDM,NHL,13.0,778.0,6.0,4.0,1990
G1277,fuhrgr01,TOR,NHL,66.0,3774.0,25.0,33.0,1991
G1278,fuhrgr01,TOR,NHL,29.0,1665.0,13.0,9.0,1992
G1279,fuhrgr01,BUF,NHL,29.0,1694.0,11.0,15.0,1992
G1280,fuhrgr01,BUF,NHL,32.0,1726.0,13.0,12.0,1993
G1281,fuhrgr01,BUF,NHL,3.0,180.0,1.0,2.0,1994
G1282,fuhrgr01,LAK,NHL,14.0,698.0,1.0,7.0,1994
G1283,fuhrgr01,STL,NHL,79.0,4365.0,30.0,28.0,1995
G1284,fuhrgr01,STL,NHL,73.0,4261.0,33.0,27.0,1996
G1285,fuhrgr01,STL,NHL,58.0,3274.0,29.0,21.0,1997
G1286,fuhrgr01,STL,NHL,39.0,2193.0,16.0,11.0,1998
G1287,fuhrgr01,CAL,NHL,23.0,1205.0,5.0,13.0,1999
G1288,fukufyu01,LAK,NHL,4.0,96.0,0.0,3.0,2006
G1289,gagejo02,EDM,NHL,2.0,99.0,0.0,2.0,1994
G1290,gagejo02,EDM,NHL,16.0,717.0,2.0,8.0,1995
G1291,gagejo02,EDM,NHL,5.0,260.0,2.0,2.0,2000
G1292,gagnoda01,DET,NHL,2.0,35.0,0.0,1.0,1990
G1293,gamblbr01,NYR,NHL,2.0,120.0,0.0,2.0,1958
G1294,gamblbr01,BOS,NHL,52.0,3120.0,12.0,33.0,1960
G1295,gamblbr01,BOS,NHL,28.0,1680.0,6.0,18.0,1961
G1296,gamblbr01,TOR,NHL,10.0,501.0,5.0,2.0,1965
G1297,gamblbr01,TOR,NHL,23.0,1185.0,5.0,10.0,1966
G1298,gamblbr01,TOR,NHL,41.0,2201.0,19.0,13.0,1967
G1299,gamblbr01,TOR,NHL,61.0,3446.0,28.0,20.0,1968
G1300,gamblbr01,TOR,NHL,52.0,3057.0,19.0,24.0,1969
G1301,gamblbr01,TOR,NHL,23.0,1286.0,6.0,14.0,1970
G1302,gamblbr01,PHI,NHL,11.0,660.0,3.0,6.0,1970
G1303,gamblbr01,PHI,NHL,24.0,1186.0,7.0,8.0,1971
G1304,gambltr01,VAN,NHL,1.0,60.0,0.0,1.0,1986
G1305,gambltr01,VAN,NHL,5.0,302.0,2.0,3.0,1988
G1306,gambltr01,VAN,NHL,47.0,2433.0,16.0,16.0,1990
G1307,gambltr01,VAN,NHL,19.0,1009.0,4.0,9.0,1991
G1308,gardibe01,NYR,NHL,1.0,60.0,1.0,0.0,1935
G1309,gardibe01,NYR,NHL,,,,,1938
G1310,gardibe01,MTL,NHL,42.0,2600.0,13.0,23.0,1940
G1311,gardibe01,MTL,NHL,10.0,620.0,1.0,8.0,1941
G1312,gardibe01,CHI,NHL,50.0,3020.0,17.0,18.0,1942
G1313,gardibe01,BOS,NHL,41.0,2460.0,17.0,19.0,1943
G1314,gardich01,CHI,NHL,40.0,2420.0,6.0,32.0,1927
G1315,gardich01,CHI,NHL,44.0,2758.0,7.0,29.0,1928
G1316,gardich01,CHI,NHL,44.0,2750.0,21.0,18.0,1929
G1317,gardich01,CHI,NHL,44.0,2710.0,24.0,17.0,1930
G1318,gardich01,CHI,NHL,48.0,2989.0,18.0,19.0,1931
G1319,gardich01,CHI,NHL,48.0,3010.0,16.0,20.0,1932
G1320,gardich01,CHI,NHL,48.0,3050.0,20.0,17.0,1933
G1321,gardnge01,DET,NHL,1.0,60.0,1.0,0.0,1965
G1322,gardnge01,DET,NHL,11.0,560.0,3.0,6.0,1966
G1323,gardnge01,DET,NHL,12.0,534.0,3.0,2.0,1967
G1324,gardnge01,VAN,NHL,18.0,922.0,6.0,8.0,1970
G1325,gardnge01,VAN,NHL,24.0,1237.0,3.0,14.0,1971
G1326,gardnge01,LAS,WHA,49.0,2713.0,19.0,22.0,1972
G1327,gardnge01,LAS,WHA,2.0,120.0,0.0,2.0,1973
G1328,gardnge01,VAB,WHA,28.0,1590.0,4.0,21.0,1973
G1329,garnemi01,ATL,NHL,24.0,1271.0,10.0,7.0,2005
G1330,garnety01,CAL,NHL,3.0,139.0,0.0,2.0,1998
G1331,garonma01,MTL,NHL,11.0,589.0,4.0,5.0,2000
G1332,garonma01,MTL,NHL,5.0,261.0,1.0,4.0,2001
G1333,garonma01,MTL,NHL,8.0,482.0,3.0,5.0,2002
G1334,garonma01,MTL,NHL,19.0,1003.0,8.0,6.0,2003
G1335,garonma01,LAK,NHL,63.0,3446.0,31.0,26.0,2005
G1336,garonma01,LAK,NHL,32.0,1779.0,13.0,10.0,2006
G1337,garonma01,EDM,NHL,47.0,2658.0,26.0,18.0,2007
G1338,garonma01,EDM,NHL,15.0,815.0,6.0,8.0,2008
G1339,garonma01,PIT,NHL,4.0,206.0,2.0,1.0,2008
G1340,garonma01,CBS,NHL,35.0,1771.0,12.0,9.0,2009
G1341,garonma01,CBS,NHL,36.0,1938.0,10.0,14.0,2010
G1342,garonma01,TBL,NHL,48.0,2484.0,23.0,16.0,2011
G1343,garrejo01,MFS,WHA,40.0,2290.0,21.0,18.0,1973
G1344,garrejo01,MFS,WHA,58.0,3294.0,30.0,23.0,1974
G1345,garrejo01,MFS,WHA,52.0,3179.0,26.0,22.0,1975
G1346,garrejo01,TOT,WHA,9.0,551.0,3.0,6.0,1975
G1347,garrejo01,BIR,WHA,65.0,3803.0,24.0,34.0,1976
G1348,garrejo01,BIR,WHA,58.0,3306.0,24.0,31.0,1977
G1349,garrejo01,NEW,WHA,41.0,2496.0,20.0,17.0,1978
G1350,garrejo01,HAR,NHL,52.0,3046.0,16.0,24.0,1979
G1351,garrejo01,HAR,NHL,54.0,3152.0,15.0,27.0,1980
G1352,garrejo01,HAR,NHL,16.0,898.0,5.0,6.0,1981
G1353,garrejo01,QUE,NHL,12.0,720.0,4.0,5.0,1981
G1354,garrejo01,QUE,NHL,17.0,953.0,6.0,8.0,1982
G1355,garrejo01,VAN,NHL,17.0,934.0,7.0,6.0,1982
G1356,garrejo01,VAN,NHL,29.0,1653.0,14.0,10.0,1983
G1357,garrejo01,VAN,NHL,10.0,407.0,1.0,5.0,1984
G1358,gatheda01,DET,NHL,3.0,180.0,2.0,0.0,1953
G1359,gauthpa01,MTL,NHL,1.0,70.0,0.0,0.0,1937
G1360,gauthse01,SJS,NHL,1.0,3.0,0.0,0.0,1998
G1361,gelinja01,BOS,NHL,4.0,240.0,2.0,2.0,1948
G1362,gelinja01,BOS,NHL,67.0,4020.0,22.0,30.0,1949
G1363,gelinja01,BOS,NHL,70.0,4200.0,22.0,30.0,1950
G1364,gelinja01,CHI,NHL,2.0,120.0,0.0,2.0,1953
G1365,gerbema01,ANA,NHL,22.0,1203.0,6.0,11.0,2002
G1366,gerbema01,ANA,NHL,32.0,1698.0,11.0,12.0,2003
G1367,gerbema01,CAR,NHL,60.0,3493.0,38.0,14.0,2005
G1368,gerbema01,OTT,NHL,29.0,1599.0,15.0,9.0,2006
G1369,gerbema01,OTT,NHL,57.0,3197.0,30.0,18.0,2007
G1370,gerbema01,OTT,NHL,14.0,839.0,4.0,9.0,2008
G1371,gerbema01,TOR,NHL,12.0,706.0,6.0,5.0,2008
G1372,gerbema01,EDM,NHL,3.0,185.0,3.0,0.0,2010
G1373,giacoed01,NYR,NHL,35.0,2036.0,8.0,20.0,1965
G1374,giacoed01,NYR,NHL,68.0,3981.0,30.0,27.0,1966
G1375,giacoed01,NYR,NHL,66.0,3940.0,36.0,20.0,1967
G1376,giacoed01,NYR,NHL,70.0,4114.0,37.0,23.0,1968
G1377,giacoed01,NYR,NHL,70.0,4148.0,35.0,21.0,1969
G1378,giacoed01,NYR,NHL,45.0,2641.0,27.0,10.0,1970
G1379,giacoed01,NYR,NHL,44.0,2551.0,24.0,10.0,1971
G1380,giacoed01,NYR,NHL,43.0,2580.0,26.0,11.0,1972
G1381,giacoed01,NYR,NHL,56.0,3286.0,30.0,15.0,1973
G1382,giacoed01,NYR,NHL,37.0,2069.0,13.0,12.0,1974
G1383,giacoed01,NYR,NHL,4.0,240.0,0.0,3.0,1975
