UniqueID,playerID,TeamID,LeagueID,Games_Played,Minutes_Played,Wins,Losses,year
G1,abbotge01,BOS,NHL,1.0,60.0,0.0,1.0,1943
G2,abrahch01,NEW,WHA,16.0,870.0,8.0,6.0,1974
G3,abrahch01,NEW,WHA,41.0,2385.0,18.0,18.0,1975
G4,abrahch01,NEW,WHA,45.0,2484.0,15.0,22.0,1976
G5,adamsjo02,BOS,NHL,14.0,780.0,9.0,3.0,1972
G6,adamsjo02,WAS,NHL,8.0,400.0,0.0,7.0,1974
G7,aebisda01,COL,NHL,26.0,1393.0,12.0,7.0,2000
G8,aebisda01,COL,NHL,21.0,1184.0,13.0,6.0,2001
G9,aebisda01,COL,NHL,22.0,1235.0,7.0,12.0,2002
G10,aebisda01,COL,NHL,62.0,3703.0,32.0,19.0,2003
G11,aebisda01,COL,NHL,43.0,2477.0,25.0,14.0,2005
G12,aebisda01,MTL,NHL,7.0,418.0,4.0,3.0,2005
G13,aebisda01,MTL,NHL,32.0,1760.0,13.0,12.0,2006
G14,aebisda01,PHO,NHL,1.0,60.0,0.0,1.0,2007
G15,aikendo01,MTL,NHL,1.0,34.0,0.0,1.0,1957
G16,aitkean01,NYR,NHL,48.0,2970.0,23.0,17.0,1932
G17,aitkean01,NYR,NHL,48.0,2990.0,21.0,19.0,1933
G18,aitkean01,NYR,NHL,10.0,610.0,3.0,7.0,1934
G19,allenbr01,STL,NHL,,,,,2011
G20,almasre01,DET,NHL,1.0,60.0,0.0,1.0,1946
G21,almasre01,CHI,NHL,1.0,60.0,0.0,1.0,1950
G22,almasre01,DET,NHL,1.0,60.0,0.0,0.0,1952
G23,andercr01,CHI,NHL,6.0,270.0,0.0,3.0,2002
G24,andercr01,CHI,NHL,21.0,1205.0,6.0,14.0,2003
G25,andercr01,CHI,NHL,29.0,1553.0,6.0,12.0,2005
G26,andercr01,FLO,NHL,5.0,217.0,1.0,1.0,2006
G27,andercr01,FLO,NHL,17.0,935.0,8.0,6.0,2007
G28,andercr01,FLO,NHL,31.0,1636.0,15.0,7.0,2008
G29,andercr01,COL,NHL,71.0,4235.0,38.0,25.0,2009
G30,andercr01,COL,NHL,33.0,1810.0,13.0,15.0,2010
G31,andercr01,OTT,NHL,18.0,1055.0,11.0,5.0,2010
G32,andercr01,OTT,NHL,63.0,3492.0,33.0,22.0,2011
G33,anderlo01,NYR,NHL,3.0,180.0,1.0,2.0,1951
G34,archayv01,PHB,WHA,6.0,260.0,1.0,3.0,1972
G35,archayv01,VAB,WHA,5.0,263.0,1.0,4.0,1973
G36,askeyto01,ANA,NHL,7.0,273.0,0.0,1.0,1997
G37,askeyto01,ANA,NHL,,,,,1998
G38,astroha01,NYR,NHL,4.0,240.0,2.0,2.0,1977
G39,astroha01,COR,NHL,49.0,2574.0,9.0,27.0,1979
G40,astroha01,COR,NHL,30.0,1642.0,6.0,15.0,1980
G41,aubinje01,PIT,NHL,17.0,756.0,4.0,3.0,1998
G42,aubinje01,PIT,NHL,51.0,2789.0,23.0,21.0,1999
G43,aubinje01,PIT,NHL,36.0,2050.0,20.0,14.0,2000
G44,aubinje01,PIT,NHL,21.0,1094.0,3.0,12.0,2001
G45,aubinje01,PIT,NHL,21.0,1132.0,6.0,13.0,2002
G46,aubinje01,PIT,NHL,22.0,1067.0,7.0,9.0,2003
G47,aubinje01,TOR,NHL,11.0,677.0,9.0,0.0,2005
G48,aubinje01,TOR,NHL,20.0,804.0,3.0,5.0,2006
G49,aubinje01,LAK,NHL,19.0,828.0,5.0,6.0,2007
G50,aubryse01,QUN,WHA,52.0,3036.0,25.0,22.0,1972
G51,aubryse01,QUN,WHA,26.0,1395.0,11.0,11.0,1973
G52,aubryse01,QUN,WHA,31.0,1762.0,17.0,11.0,1974
G53,aubryse01,CIN,WHA,12.0,549.0,6.0,4.0,1975
G54,aubryse01,QUN,WHA,21.0,769.0,6.0,5.0,1976
G55,auldal01,VAN,NHL,1.0,60.0,1.0,0.0,2001
G56,auldal01,VAN,NHL,7.0,382.0,3.0,3.0,2002
G57,auldal01,VAN,NHL,6.0,349.0,2.0,2.0,2003
G58,auldal01,VAN,NHL,67.0,3859.0,33.0,26.0,2005
G59,auldal01,FLO,NHL,27.0,1471.0,7.0,13.0,2006
G60,auldal01,PHO,NHL,9.0,509.0,3.0,6.0,2007
G61,auldal01,BOS,NHL,23.0,1213.0,9.0,7.0,2007
G62,auldal01,OTT,NHL,43.0,2449.0,16.0,18.0,2008
G63,auldal01,DAL,NHL,21.0,1181.0,9.0,6.0,2009
G64,auldal01,NYR,NHL,3.0,119.0,0.0,1.0,2009
G65,auldal01,MTL,NHL,16.0,749.0,6.0,2.0,2010
G66,auldal01,OTT,NHL,14.0,645.0,2.0,4.0,2011
G67,babarse01,SOV,WHA,5.0,300.0,3.0,1.0,1977
G68,babarse01,SOV,WHA,2.0,63.0,1.0,0.0,1978
G69,bacasja01,STL,NHL,19.0,966.0,4.0,10.0,2005
G70,bacasja01,STL,NHL,19.0,894.0,3.0,7.0,2006
G71,bachmri01,DAL,NHL,1.0,10.0,0.0,0.0,2010
G72,bachmri01,DAL,NHL,18.0,933.0,8.0,5.0,2011
G73,bachry01,LAK,NHL,3.0,108.0,0.0,3.0,1998
G74,backljo01,PHI,NHL,1.0,40.0,0.0,1.0,2009
G75,backsni01,MIN,NHL,41.0,2227.0,23.0,8.0,2006
G76,backsni01,MIN,NHL,58.0,3409.0,33.0,13.0,2007
G77,backsni01,MIN,NHL,71.0,4088.0,37.0,24.0,2008
G78,backsni01,MIN,NHL,60.0,3489.0,26.0,23.0,2009
G79,backsni01,MIN,NHL,51.0,2978.0,22.0,23.0,2010
G80,backsni01,MIN,NHL,46.0,2590.0,19.0,18.0,2011
G81,bailesc01,BOS,NHL,11.0,571.0,5.0,1.0,1995
G82,bailesc01,BOS,NHL,8.0,394.0,1.0,5.0,1996
G83,bakerbi02,MOS,NHA,2.0,120.0,0.0,2.0,1909
G84,bakerst01,NYR,NHL,27.0,1391.0,9.0,8.0,1979
G85,bakerst01,NYR,NHL,21.0,1260.0,10.0,6.0,1980
G86,bakerst01,NYR,NHL,6.0,328.0,1.0,5.0,1981
G87,bakerst01,NYR,NHL,3.0,102.0,0.0,1.0,1982
G88,balesmi01,BOS,NHL,1.0,25.0,0.0,0.0,1992
G89,balesmi01,OTT,NHL,1.0,3.0,0.0,0.0,1994
G90,balesmi01,OTT,NHL,20.0,1040.0,2.0,14.0,1995
G91,balesmi01,OTT,NHL,1.0,52.0,0.0,1.0,1996
G92,bannemu01,VAN,NHL,1.0,20.0,0.0,0.0,1977
G93,bannemu01,CHI,NHL,15.0,865.0,2.0,10.0,1980
G94,bannemu01,CHI,NHL,29.0,1671.0,11.0,12.0,1981
G95,bannemu01,CHI,NHL,41.0,2460.0,24.0,12.0,1982
G96,bannemu01,CHI,NHL,56.0,3335.0,23.0,29.0,1983
G97,bannemu01,CHI,NHL,60.0,3371.0,27.0,25.0,1984
G98,bannemu01,CHI,NHL,48.0,2689.0,20.0,19.0,1985
G99,bannemu01,CHI,NHL,39.0,2059.0,9.0,18.0,1986
G100,baronma01,BOS,NHL,1.0,40.0,0.0,0.0,1979
G101,baronma01,BOS,NHL,10.0,507.0,3.0,4.0,1980
G102,baronma01,BOS,NHL,44.0,2515.0,22.0,16.0,1981
G103,baronma01,BOS,NHL,9.0,516.0,6.0,3.0,1982
G104,baronma01,LAK,NHL,21.0,1211.0,3.0,14.0,1983
G105,baronma01,EDM,NHL,1.0,33.0,0.0,1.0,1984
G106,barrato01,BUF,NHL,42.0,2475.0,26.0,12.0,1983
G107,barrato01,BUF,NHL,54.0,3248.0,25.0,18.0,1984
G108,barrato01,BUF,NHL,60.0,3561.0,29.0,24.0,1985
G109,barrato01,BUF,NHL,46.0,2501.0,17.0,23.0,1986
G110,barrato01,BUF,NHL,54.0,3133.0,25.0,18.0,1987
G111,barrato01,BUF,NHL,10.0,545.0,2.0,7.0,1988
G112,barrato01,PIT,NHL,44.0,2406.0,18.0,15.0,1988
G113,barrato01,PIT,NHL,24.0,1294.0,7.0,12.0,1989
G114,barrato01,PIT,NHL,48.0,2754.0,27.0,16.0,1990
G115,barrato01,PIT,NHL,57.0,3329.0,25.0,22.0,1991
G116,barrato01,PIT,NHL,63.0,3702.0,43.0,14.0,1992
G117,barrato01,PIT,NHL,44.0,2482.0,22.0,15.0,1993
G118,barrato01,PIT,NHL,2.0,125.0,0.0,1.0,1994
G119,barrato01,PIT,NHL,49.0,2799.0,29.0,16.0,1995
G120,barrato01,PIT,NHL,5.0,270.0,0.0,5.0,1996
G121,barrato01,PIT,NHL,63.0,3542.0,31.0,14.0,1997
G122,barrato01,PIT,NHL,43.0,2306.0,19.0,16.0,1998
G123,barrato01,PIT,NHL,18.0,870.0,5.0,7.0,1999
G124,barrato01,OTT,NHL,7.0,418.0,3.0,4.0,1999
G125,barrato01,CAR,NHL,34.0,1908.0,13.0,12.0,2001
G126,barrato01,TOR,NHL,4.0,219.0,2.0,2.0,2001
G127,barrato01,STL,NHL,6.0,293.0,1.0,4.0,2002
G128,basseha01,CHI,NHL,21.0,1260.0,4.0,9.0,1954
G129,basseha01,CHI,NHL,12.0,720.0,2.0,9.0,1955
G130,basseha01,DET,NHL,35.0,2050.0,13.0,13.0,1960
G131,basseha01,DET,NHL,27.0,1620.0,9.0,12.0,1961
G132,basseha01,DET,NHL,16.0,960.0,6.0,5.0,1962
G133,basseha01,DET,NHL,1.0,60.0,0.0,1.0,1963
G134,basseha01,DET,NHL,11.0,406.0,3.0,3.0,1965
G135,basseha01,DET,NHL,8.0,384.0,2.0,4.0,1966
G136,basseha01,PIT,NHL,25.0,1299.0,7.0,10.0,1967
G137,bastiba01,TOR,NHL,5.0,300.0,0.0,4.0,1945
G138,baumaga01,MTL,NHL,2.0,120.0,1.0,1.0,1966
G139,baumaga01,MNS,NHL,26.0,1294.0,5.0,13.0,1967
G140,baumaga01,MNS,NHL,7.0,304.0,0.0,4.0,1968
G141,beaupdo01,MNS,NHL,44.0,2585.0,18.0,14.0,1980
G142,beaupdo01,MNS,NHL,29.0,1634.0,11.0,8.0,1981
G143,beaupdo01,MNS,NHL,36.0,2011.0,19.0,10.0,1982
G144,beaupdo01,MNS,NHL,33.0,1791.0,16.0,13.0,1983
G145,beaupdo01,MNS,NHL,31.0,1770.0,10.0,17.0,1984
G146,beaupdo01,MNS,NHL,52.0,3073.0,25.0,20.0,1985
G147,beaupdo01,MNS,NHL,47.0,2622.0,17.0,20.0,1986
G148,beaupdo01,MNS,NHL,43.0,2288.0,10.0,22.0,1987
G149,beaupdo01,MNS,NHL,1.0,59.0,0.0,1.0,1988
G150,beaupdo01,WAS,NHL,11.0,578.0,5.0,4.0,1988
G151,beaupdo01,WAS,NHL,48.0,2793.0,23.0,18.0,1989
G152,beaupdo01,WAS,NHL,45.0,2572.0,20.0,18.0,1990
G153,beaupdo01,WAS,NHL,54.0,3108.0,29.0,17.0,1991
G154,beaupdo01,WAS,NHL,58.0,3282.0,27.0,23.0,1992
G155,beaupdo01,WAS,NHL,53.0,2853.0,24.0,16.0,1993
G156,beaupdo01,OTT,NHL,38.0,2161.0,8.0,25.0,1994
G157,beaupdo01,OTT,NHL,33.0,1770.0,6.0,23.0,1995
G158,beaupdo01,TOR,NHL,8.0,336.0,0.0,5.0,1995
G159,beaupdo01,TOR,NHL,3.0,110.0,0.0,3.0,1996
G160,beaurst01,WIN,NHL,19.0,1079.0,7.0,8.0,1989
G161,beaurst01,WIN,NHL,16.0,836.0,3.0,10.0,1990
G162,beaurst01,WIN,NHL,26.0,1267.0,6.0,8.0,1991
G163,beaurst01,PHI,NHL,16.0,802.0,3.0,9.0,1992
G164,beaurst01,WIN,NHL,13.0,418.0,0.0,4.0,1993
G165,beckfch01,STL,NHL,1.0,27.0,0.0,0.0,2007
G166,bedarji01,WAS,NHL,43.0,2492.0,11.0,23.0,1977
G167,bedarji01,WAS,NHL,30.0,1740.0,6.0,17.0,1978
G168,behrema01,WIN,NHL,6.0,351.0,2.0,4.0,1983
G169,behrema01,WIN,NHL,24.0,1218.0,8.0,10.0,1984
G170,behrema01,WIN,NHL,9.0,422.0,2.0,5.0,1985
G171,belanyv01,STL,NHL,11.0,640.0,6.0,3.0,1974
G172,belanyv01,STL,NHL,31.0,1763.0,11.0,17.0,1975
G173,belanyv01,STL,NHL,3.0,140.0,2.0,0.0,1976
G174,belanyv01,STL,NHL,3.0,144.0,0.0,3.0,1977
G175,belanyv01,ATF,NHL,17.0,937.0,7.0,8.0,1977
G176,belanyv01,ATF,NHL,5.0,182.0,1.0,2.0,1978
G177,belanyv01,BOS,NHL,8.0,328.0,2.0,0.0,1979
G178,belfoed01,CHI,NHL,23.0,1148.0,4.0,12.0,1988
G179,belfoed01,CHI,NHL,,,,,1989
G180,belfoed01,CHI,NHL,74.0,4127.0,43.0,19.0,1990
G181,belfoed01,CHI,NHL,52.0,2928.0,21.0,18.0,1991
G182,belfoed01,CHI,NHL,71.0,4106.0,41.0,18.0,1992
G183,belfoed01,CHI,NHL,70.0,3998.0,37.0,24.0,1993
G184,belfoed01,CHI,NHL,42.0,2450.0,22.0,15.0,1994
G185,belfoed01,CHI,NHL,50.0,2956.0,22.0,17.0,1995
G186,belfoed01,CHI,NHL,33.0,1966.0,11.0,15.0,1996
G187,belfoed01,SJS,NHL,13.0,757.0,3.0,9.0,1996
G188,belfoed01,DAL,NHL,61.0,3581.0,37.0,12.0,1997
G189,belfoed01,DAL,NHL,61.0,3536.0,35.0,15.0,1998
G190,belfoed01,DAL,NHL,62.0,3620.0,32.0,21.0,1999
G191,belfoed01,DAL,NHL,63.0,3687.0,35.0,20.0,2000
G192,belfoed01,DAL,NHL,60.0,3467.0,21.0,27.0,2001
G193,belfoed01,TOR,NHL,62.0,3738.0,37.0,20.0,2002
G194,belfoed01,TOR,NHL,59.0,3444.0,34.0,19.0,2003
G195,belfoed01,TOR,NHL,49.0,2897.0,22.0,22.0,2005
G196,belfoed01,FLO,NHL,58.0,3289.0,27.0,17.0,2006
G197,belhumi01,PHI,NHL,23.0,1117.0,9.0,7.0,1972
G198,belhumi01,WAS,NHL,35.0,1812.0,0.0,24.0,1974
G199,belhumi01,WAS,NHL,7.0,377.0,0.0,5.0,1975
G200,bellgo01,TOR,NHL,8.0,480.0,3.0,5.0,1945
G201,bellgo01,NYR,NHL,,,,,1955
G202,benedcl01,OT1,NHA,4.0,215.0,2.0,1.0,1912
G203,benedcl01,OT1,NHA,9.0,474.0,5.0,3.0,1913
G204,benedcl01,OT1,NHA,20.0,1220.0,14.0,6.0,1914
G205,benedcl01,OT1,NHA,24.0,1447.0,13.0,11.0,1915
G206,benedcl01,OT1,NHA,18.0,1096.0,14.0,4.0,1916
G207,benedcl01,OTS,NHL,22.0,1337.0,9.0,13.0,1917
G208,benedcl01,OTS,NHL,18.0,1152.0,12.0,6.0,1918
G209,benedcl01,OTS,NHL,24.0,1443.0,19.0,5.0,1919
G210,benedcl01,OTS,NHL,24.0,1462.0,14.0,10.0,1920
G211,benedcl01,OTS,NHL,24.0,1510.0,14.0,8.0,1921
G212,benedcl01,OTS,NHL,24.0,1486.0,14.0,9.0,1922
G213,benedcl01,OTS,NHL,22.0,1356.0,15.0,7.0,1923
G214,benedcl01,MTM,NHL,30.0,1843.0,9.0,19.0,1924
G215,benedcl01,MTM,NHL,36.0,2288.0,20.0,11.0,1925
G216,benedcl01,MTM,NHL,43.0,2748.0,20.0,19.0,1926
G217,benedcl01,MTM,NHL,44.0,2690.0,24.0,14.0,1927
G218,benedcl01,MTM,NHL,37.0,2300.0,14.0,16.0,1928
G219,benedcl01,MTM,NHL,14.0,752.0,6.0,6.0,1929
G220,benneha01,BOS,NHL,25.0,1470.0,10.0,12.0,1944
G221,bergeje01,MTL,NHL,18.0,941.0,7.0,6.0,1990
G222,bergeje01,TBL,NHL,21.0,1163.0,8.0,10.0,1992
G223,bergeje01,TBL,NHL,3.0,134.0,1.0,1.0,1993
G224,bergeje01,TBL,NHL,17.0,883.0,3.0,9.0,1994
G225,bergeje01,TBL,NHL,12.0,595.0,2.0,6.0,1995
G226,bergeje01,LAK,NHL,1.0,56.0,0.0,1.0,1996
G227,berglbi01,NEW,WHA,3.0,1386.0,2.0,1.0,1973
G228,berglbi01,NEW,WHA,2.0,36.0,0.0,0.0,1974
G229,berkhad01,ATL,NHL,9.0,473.0,2.0,4.0,2005
G230,bernhti01,CAL,NHL,6.0,280.0,0.0,5.0,1982
G231,bernhti01,TOR,NHL,37.0,2182.0,13.0,19.0,1984
G232,bernhti01,TOR,NHL,23.0,1266.0,4.0,12.0,1985
G233,bernhti01,TOR,NHL,1.0,20.0,0.0,0.0,1986
G234,bernijo01,LAK,NHL,4.0,238.0,1.0,3.0,2007
G235,bernijo01,LAK,NHL,3.0,185.0,3.0,0.0,2009
G236,bernijo01,LAK,NHL,25.0,1378.0,11.0,8.0,2010
G237,bernijo01,LAK,NHL,16.0,890.0,5.0,6.0,2011
G238,berthda01,WIN,NHL,,,,,1985
G239,berthda01,WIN,NHL,31.0,1758.0,18.0,7.0,1986
G240,berthda01,WIN,NHL,56.0,3010.0,22.0,19.0,1987
G241,berthda01,WIN,NHL,9.0,443.0,0.0,8.0,1988
G242,berthda01,WIN,NHL,24.0,1387.0,10.0,11.0,1989
G243,berthda01,MNS,NHL,5.0,240.0,1.0,3.0,1989
G244,berthda01,LAK,NHL,37.0,2119.0,20.0,11.0,1990
G245,berthda01,BOS,NHL,8.0,399.0,1.0,4.0,1991
G246,berthda01,LAK,NHL,19.0,979.0,7.0,10.0,1991
G247,berthda01,OTT,NHL,25.0,1326.0,2.0,17.0,1992
G248,berthda01,OTT,NHL,1.0,1.0,0.0,0.0,1993
G249,besteal01,TOR,NHL,32.0,1848.0,11.0,16.0,1983
G250,besteal01,TOR,NHL,15.0,767.0,3.0,9.0,1984
G251,besteal01,TOR,NHL,1.0,20.0,0.0,0.0,1985
G252,besteal01,TOR,NHL,36.0,1808.0,10.0,14.0,1986
G253,besteal01,TOR,NHL,30.0,1607.0,8.0,12.0,1987
G254,besteal01,TOR,NHL,43.0,2460.0,17.0,20.0,1988
G255,besteal01,TOR,NHL,42.0,2206.0,20.0,16.0,1989
G256,besteal01,TOR,NHL,6.0,247.0,0.0,4.0,1990
G257,besteal01,DET,NHL,3.0,178.0,0.0,3.0,1990
G258,besteal01,DET,NHL,1.0,31.0,0.0,0.0,1991
G259,besteal01,DAL,NHL,10.0,601.0,4.0,5.0,1995
G260,beverbi01,DTC,NHL,39.0,2410.0,14.0,20.0,1929
G261,beverbi01,OTS,NHL,9.0,520.0,0.0,8.0,1930
G262,beverbi01,OTS,NHL,35.0,2195.0,7.0,19.0,1932
G263,beverbi01,OTS,NHL,48.0,3000.0,13.0,29.0,1933
G264,beverbi01,STE,NHL,48.0,2990.0,11.0,31.0,1934
G265,beverbi01,MTM,NHL,32.0,1970.0,14.0,13.0,1935
G266,beverbi01,MTM,NHL,21.0,1290.0,12.0,6.0,1936
G267,beverbi01,MTM,NHL,48.0,2980.0,12.0,30.0,1937
G268,beverbi01,NYR,NHL,17.0,1020.0,4.0,10.0,1942
G269,bibeapa01,MTL,NHL,4.0,210.0,1.0,2.0,1940
G270,bibeapa01,MTL,NHL,38.0,2380.0,17.0,19.0,1941
G271,bibeapa01,MTL,NHL,50.0,3010.0,19.0,19.0,1942
G272,bibeapa01,TOR,NHL,29.0,1740.0,13.0,14.0,1943
G273,bibeapa01,BOS,NHL,26.0,1530.0,6.0,18.0,1944
G274,bibeapa01,BOS,NHL,16.0,960.0,8.0,4.0,1945
G275,bibeapa01,MTL,NHL,10.0,600.0,4.0,6.0,1945
G276,bibeapa01,CHI,NHL,41.0,2460.0,13.0,25.0,1946
G277,bierkza01,TBL,NHL,13.0,433.0,1.0,4.0,1997
G278,bierkza01,TBL,NHL,1.0,59.0,0.0,1.0,1998
G279,bierkza01,TBL,NHL,12.0,509.0,4.0,4.0,1999
G280,bierkza01,MIN,NHL,1.0,60.0,0.0,1.0,2000
G281,bierkza01,PHO,NHL,16.0,884.0,4.0,9.0,2002
G282,bierkza01,PHO,NHL,4.0,190.0,0.0,1.0,2003
G283,billicr01,NJD,NHL,18.0,902.0,4.0,9.0,1985
G284,billicr01,NJD,NHL,22.0,1114.0,4.0,13.0,1986
G285,billicr01,NJD,NHL,3.0,140.0,1.0,1.0,1988
G286,billicr01,NJD,NHL,26.0,1363.0,13.0,7.0,1991
G287,billicr01,NJD,NHL,42.0,2389.0,21.0,16.0,1992
G288,billicr01,OTT,NHL,63.0,3319.0,11.0,41.0,1993
G289,billicr01,OTT,NHL,9.0,472.0,0.0,6.0,1994
G290,billicr01,BOS,NHL,8.0,373.0,5.0,1.0,1994
G291,billicr01,BOS,NHL,27.0,1380.0,10.0,13.0,1995
G292,billicr01,COL,NHL,23.0,1200.0,11.0,8.0,1996
G293,billicr01,COL,NHL,23.0,1162.0,8.0,7.0,1997
G294,billicr01,COL,NHL,21.0,1086.0,11.0,8.0,1998
G295,billicr01,WAS,NHL,13.0,611.0,3.0,6.0,1999
G296,billicr01,WAS,NHL,12.0,660.0,3.0,5.0,2000
G297,billicr01,WAS,NHL,17.0,710.0,4.0,5.0,2001
G298,billicr01,WAS,NHL,5.0,217.0,1.0,3.0,2002
G299,binetan01,MTL,NHL,1.0,60.0,1.0,0.0,1954
G300,binklle01,PIT,NHL,54.0,3141.0,20.0,24.0,1967
G301,binklle01,PIT,NHL,50.0,2885.0,10.0,31.0,1968
G302,binklle01,PIT,NHL,27.0,1477.0,10.0,13.0,1969
G303,binklle01,PIT,NHL,34.0,1870.0,11.0,11.0,1970
G304,binklle01,PIT,NHL,31.0,1673.0,7.0,15.0,1971
G305,binklle01,OTN,WHA,30.0,1709.0,10.0,17.0,1972
G306,binklle01,TOT,WHA,27.0,1412.0,14.0,9.0,1973
G307,binklle01,TOT,WHA,17.0,772.0,6.0,4.0,1974
G308,binklle01,TOT,WHA,7.0,335.0,0.0,6.0,1975
G309,binnebi01,SMJ,WCHL,1.0,60.0,0.0,1.0,1921
G310,binnebi01,CAT,WCHL,18.0,1100.0,7.0,11.0,1922
G311,binnebi01,EDE,WCHL,3.0,181.0,2.0,1.0,1923
G312,bironma01,BUF,NHL,3.0,119.0,0.0,2.0,1995
G313,bironma01,BUF,NHL,6.0,281.0,1.0,2.0,1998
G314,bironma01,BUF,NHL,41.0,2229.0,19.0,18.0,1999
G315,bironma01,BUF,NHL,18.0,918.0,7.0,7.0,2000
G316,bironma01,BUF,NHL,72.0,4085.0,31.0,28.0,2001
G317,bironma01,BUF,NHL,54.0,3170.0,17.0,28.0,2002
G318,bironma01,BUF,NHL,52.0,2972.0,26.0,18.0,2003
G319,bironma01,BUF,NHL,35.0,1934.0,21.0,8.0,2005
G320,bironma01,BUF,NHL,19.0,1066.0,12.0,4.0,2006
G321,bironma01,PHI,NHL,16.0,935.0,6.0,8.0,2006
G322,bironma01,PHI,NHL,62.0,3539.0,30.0,20.0,2007
G323,bironma01,PHI,NHL,55.0,3177.0,29.0,19.0,2008
G324,bironma01,NYI,NHL,29.0,1634.0,9.0,14.0,2009
G325,bironma01,NYR,NHL,17.0,928.0,8.0,6.0,2010
G326,bironma01,NYR,NHL,21.0,1220.0,12.0,6.0,2011
G327,bishobe01,STL,NHL,6.0,245.0,1.0,1.0,2008
G328,bishobe01,STL,NHL,7.0,369.0,3.0,4.0,2010
G329,bishobe01,OTT,NHL,10.0,532.0,3.0,3.0,2011
G330,bittnri01,BOS,NHL,1.0,60.0,0.0,0.0,1949
G331,blackda01,NYR,NHL,31.0,1737.0,12.0,16.0,2001
G332,blackda01,NYR,NHL,32.0,1762.0,8.0,16.0,2002
G333,blakemi02,LAK,NHL,2.0,51.0,0.0,0.0,1981
G334,blakemi02,LAK,NHL,9.0,432.0,4.0,4.0,1982
G335,blakemi02,LAK,NHL,29.0,1634.0,9.0,11.0,1983
G336,blancbo01,SDM,WHA,3.0,179.0,2.0,1.0,1974
G337,blancbo01,SDM,WHA,1.0,32.0,0.0,1.0,1975
G338,bluejo01,BOS,NHL,23.0,1322.0,9.0,8.0,1992
G339,bluejo01,BOS,NHL,18.0,944.0,5.0,8.0,1993
G340,bluejo01,BUF,NHL,5.0,255.0,2.0,2.0,1995
G341,blumfr01,OTN,WHA,2.0,28.0,0.0,0.0,1972
G342,blumfr01,TOT,WHA,5.0,131.0,1.0,0.0,1973
G343,blumfr01,WIJ,WHA,,,,,1973
G344,bobrose01,PHI,NHL,54.0,3017.0,28.0,13.0,2010
G345,bobrose01,PHI,NHL,29.0,1550.0,14.0,10.0,2011
G346,boisvgi01,DET,NHL,3.0,180.0,0.0,3.0,1959
G347,bouchbr01,PHI,NHL,35.0,2038.0,20.0,10.0,1999
G348,bouchbr01,PHI,NHL,27.0,1470.0,8.0,12.0,2000
G349,bouchbr01,PHI,NHL,41.0,2295.0,18.0,16.0,2001
G350,bouchbr01,PHO,NHL,45.0,2544.0,15.0,20.0,2002
G351,bouchbr01,PHO,NHL,40.0,2364.0,10.0,19.0,2003
G352,bouchbr01,PHO,NHL,11.0,512.0,3.0,6.0,2005
G353,bouchbr01,CAL,NHL,3.0,182.0,1.0,2.0,2005
G354,bouchbr01,CHI,NHL,15.0,827.0,1.0,10.0,2006
G355,bouchbr01,CBS,NHL,3.0,142.0,1.0,1.0,2006
G356,bouchbr01,SJS,NHL,5.0,238.0,3.0,1.0,2007
G357,bouchbr01,SJS,NHL,22.0,1291.0,12.0,6.0,2008
G358,bouchbr01,PHI,NHL,33.0,1742.0,9.0,18.0,2009
G359,bouchbr01,PHI,NHL,34.0,1885.0,18.0,10.0,2010
G360,bouchbr01,CAR,NHL,10.0,546.0,1.0,6.0,2011
G361,bouchda01,ATF,NHL,34.0,1944.0,9.0,15.0,1972
G362,bouchda01,ATF,NHL,46.0,2660.0,19.0,18.0,1973
G363,bouchda01,ATF,NHL,40.0,2400.0,20.0,15.0,1974
G364,bouchda01,ATF,NHL,47.0,2671.0,19.0,17.0,1975
G365,bouchda01,ATF,NHL,42.0,2378.0,17.0,17.0,1976
G366,bouchda01,ATF,NHL,58.0,3340.0,25.0,12.0,1977
G367,bouchda01,ATF,NHL,64.0,3624.0,32.0,21.0,1978
G368,bouchda01,ATF,NHL,53.0,3076.0,23.0,19.0,1979
G369,bouchda01,CAL,NHL,14.0,760.0,4.0,5.0,1980
G370,bouchda01,QUE,NHL,29.0,1740.0,19.0,5.0,1980
G371,bouchda01,QUE,NHL,60.0,3572.0,27.0,22.0,1981
G372,bouchda01,QUE,NHL,50.0,2947.0,20.0,21.0,1982
G373,bouchda01,QUE,NHL,57.0,3373.0,29.0,18.0,1983
G374,bouchda01,QUE,NHL,29.0,1738.0,12.0,13.0,1984
G375,bouchda01,WIN,NHL,32.0,1696.0,11.0,14.0,1985
G376,bourqcl01,MTL,NHL,25.0,1560.0,7.0,13.0,1938
G377,bourqcl01,DET,NHL,1.0,60.0,0.0,1.0,1939
G378,bourqcl01,MTL,NHL,36.0,2210.0,9.0,24.0,1939
G379,boutiro01,WAS,NHL,2.0,90.0,0.0,1.0,1978
G380,boutiro01,WAS,NHL,18.0,927.0,7.0,7.0,1979
G381,boutiro01,WAS,NHL,2.0,120.0,0.0,2.0,1980
G382,bouvrli01,NYR,NHL,1.0,60.0,0.0,1.0,1942
G383,bowerjo01,NYR,NHL,70.0,4200.0,29.0,31.0,1953
G384,bowerjo01,NYR,NHL,5.0,300.0,2.0,2.0,1954
G385,bowerjo01,NYR,NHL,2.0,120.0,0.0,2.0,1956
G386,bowerjo01,TOR,NHL,39.0,2340.0,15.0,17.0,1958
G387,bowerjo01,TOR,NHL,66.0,3960.0,34.0,24.0,1959
